geopath,aggrent,geography,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6701.01,347000.0,state=48|county=157|tract=670101,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6701.02,328400.0,state=48|county=157|tract=670102,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6702,795800.0,state=48|county=157|tract=670200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6703,238100.0,state=48|county=157|tract=670300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6704,504000.0,state=48|county=157|tract=670400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6705,298000.0,state=48|county=157|tract=670500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6706.01,582400.0,state=48|county=157|tract=670601,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6706.02,156400.0,state=48|county=157|tract=670602,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6707,135000.0,state=48|county=157|tract=670700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6708,654100.0,state=48|county=157|tract=670800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6709.01,327900.0,state=48|county=157|tract=670901,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6709.02,284300.0,state=48|county=157|tract=670902,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6710.01,341500.0,state=48|county=157|tract=671001,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6710.02,799200.0,state=48|county=157|tract=671002,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6711,392200.0,state=48|county=157|tract=671100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6712,500500.0,state=48|county=157|tract=671200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6713,543400.0,state=48|county=157|tract=671300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6714,2046000.0,state=48|county=157|tract=671400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6715.01,360200.0,state=48|county=157|tract=671501,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6715.02,87500.0,state=48|county=157|tract=671502,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6716.01,1083200.0,state=48|county=157|tract=671601,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6716.02,233300.0,state=48|county=157|tract=671602,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6717,230600.0,state=48|county=157|tract=671700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6718,509400.0,state=48|county=157|tract=671800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6719,122200.0,state=48|county=157|tract=671900,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6720.01,762900.0,state=48|county=157|tract=672001,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6720.02,2231800.0,state=48|county=157|tract=672002,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6721,159800.0,state=48|county=157|tract=672100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6722,298400.0,state=48|county=157|tract=672200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,953500.0,state=48|county=157|tract=672301,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,600200.0,state=48|county=157|tract=672302,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6724,601200.0,state=48|county=157|tract=672400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6725,323000.0,state=48|county=157|tract=672500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,750700.0,state=48|county=157|tract=672601,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,134900.0,state=48|county=157|tract=672602,Renter,2015
